year,marital,age,race,rincome,partyid,relig,tvhours
2002,Divorced,41,White,Not applicable,Not str republican,Protestant,NA
2002,Married,23,White,$10000 - 14999,Independent,Protestant,NA
2002,Divorced,42,White,$25000 or more,Not str republican,Protestant,0
2002,Never married,24,White,$15000 - 19999,"Ind,near rep",Christian,NA
2002,Married,30,White,$8000 to 9999,"Ind,near dem",Protestant,NA
2002,Never married,29,White,Not applicable,Strong democrat,None,NA
2002,Married,36,White,$25000 or more,Strong republican,Catholic,1
2002,Widowed,87,White,Not applicable,"Ind,near rep",Protestant,2
2002,Married,31,White,$25000 or more,Not str democrat,Catholic,NA
2002,Married,52,White,$25000 or more,"Ind,near rep",Catholic,3
2002,Married,77,White,Don't know,Strong republican,Protestant,1
2002,Married,33,White,$25000 or more,"Ind,near dem",Catholic,NA
2002,Married,35,White,$25000 or more,Independent,Catholic,NA
2002,Never married,36,White,$25000 or more,Not str democrat,Catholic,NA
2002,Widowed,83,White,Not applicable,"Ind,near rep",Protestant,8
2002,Married,46,White,$25000 or more,Not str republican,Protestant,NA
2002,Divorced,63,White,$25000 or more,Strong republican,Protestant,NA
2002,Widowed,83,White,Not applicable,Independent,Catholic,NA
2002,Married,55,White,$25000 or more,Independent,Catholic,4
2002,Divorced,49,White,$25000 or more,"Ind,near rep",Protestant,9
2002,Married,77,White,Not applicable,Not str republican,Catholic,NA
2002,Widowed,71,White,$1000 to 2999,Not str republican,Protestant,NA
2002,Married,56,White,$25000 or more,Strong democrat,Protestant,1
2002,Divorced,76,White,Not applicable,Not str democrat,None,NA
2002,Divorced,57,White,Not applicable,Independent,None,NA
2002,Married,46,White,$25000 or more,Not str democrat,Catholic,1
2002,Married,64,White,Not applicable,Independent,Protestant,2
2002,Never married,65,White,$25000 or more,Not str republican,Protestant,NA
2002,Married,26,White,$7000 to 7999,Independent,Other,NA
2002,Never married,23,Black,Refused,Independent,Protestant,NA
2002,Married,40,White,$1000 to 2999,Strong republican,Protestant,NA
2002,Separated,45,White,$8000 to 9999,"Ind,near dem",Protestant,NA
2002,Divorced,59,Other,$6000 to 6999,Not str republican,Protestant,NA
2002,Widowed,81,White,Not applicable,Independent,Protestant,2
2002,Divorced,76,White,Not applicable,"Ind,near dem",Catholic,4
2002,Married,35,Black,$25000 or more,Not str democrat,Protestant,2
2002,Never married,64,Black,Not applicable,Independent,Protestant,NA
2002,Never married,19,Other,Not applicable,Not str democrat,None,NA
2002,Divorced,69,Black,Not applicable,Independent,Protestant,22
2002,Never married,31,Black,$4000 to 4999,"Ind,near rep",None,3
2002,Divorced,53,White,Not applicable,"Ind,near dem",None,NA
2002,Married,76,White,Not applicable,Strong republican,Protestant,NA
2002,Married,57,White,Not applicable,Not str democrat,Catholic,NA
2002,Married,57,White,Not applicable,Not str democrat,Protestant,NA
2002,Separated,58,White,$25000 or more,Strong republican,Protestant,2
2002,Never married,36,White,$25000 or more,Not str republican,Protestant,NA
2002,Never married,63,White,$25000 or more,"Ind,near dem",Protestant,NA
2002,Married,35,White,$25000 or more,Not str republican,Protestant,NA
2002,Married,54,White,$25000 or more,Strong republican,Protestant,3
2002,Married,56,White,$25000 or more,Strong republican,Protestant,1
2002,Married,51,White,$10000 - 14999,Independent,Protestant,NA
2002,Never married,30,White,Not applicable,Strong democrat,Protestant,NA
2002,Married,46,White,$20000 - 24999,Independent,Protestant,NA
2002,Separated,40,White,Not applicable,"Ind,near dem",Protestant,NA
2002,Married,28,Other,$10000 - 14999,Strong republican,Jewish,NA
2002,Widowed,74,White,Not applicable,Strong democrat,Protestant,3
2002,Married,77,White,Not applicable,Not str republican,Catholic,4
2002,Widowed,72,White,Lt $1000,Not str republican,Protestant,NA
2002,Married,68,White,Not applicable,Not str democrat,Protestant,NA
2002,Married,70,White,Not applicable,Not str democrat,Protestant,NA
2002,Divorced,33,White,$20000 - 24999,Not str democrat,Protestant,NA
2002,Divorced,39,White,$25000 or more,"Ind,near rep",None,2
2002,Widowed,54,White,$25000 or more,Independent,Protestant,2
2002,Never married,39,White,$5000 to 5999,Not str republican,Catholic,NA
2002,Never married,41,White,$25000 or more,Strong republican,Protestant,NA
2002,Divorced,68,White,Not applicable,Not str republican,Protestant,NA
2002,Divorced,70,White,$15000 - 19999,Strong republican,Protestant,NA
2002,Divorced,60,White,$25000 or more,"Ind,near rep",Protestant,3
2002,Never married,20,White,$8000 to 9999,"Ind,near dem",None,3
2002,Never married,27,White,$20000 - 24999,Not str democrat,None,NA
2002,Married,44,White,Not applicable,Not str republican,Catholic,NA
2002,Widowed,70,White,Not applicable,Strong democrat,Catholic,NA
2002,Married,28,Other,Not applicable,Not str democrat,Catholic,NA
2002,Married,36,White,$25000 or more,Not str republican,Protestant,1
2002,Married,54,White,$25000 or more,Strong democrat,Protestant,NA
2002,Married,70,White,Not applicable,Not str republican,Protestant,NA
2002,Married,74,White,Refused,Not str republican,Protestant,3
2002,Married,83,White,Not applicable,Not str republican,Protestant,NA
2002,Married,42,White,$25000 or more,Not str republican,Protestant,NA
2002,Married,40,Other,$25000 or more,Strong democrat,None,NA
2002,Married,35,White,$15000 - 19999,Strong republican,Catholic,NA
2002,Married,42,White,$8000 to 9999,Not str democrat,Catholic,3
2002,Divorced,38,White,$10000 - 14999,Not str republican,Catholic,NA
2002,Married,40,White,$20000 - 24999,Independent,None,NA
2002,Married,41,White,$25000 or more,"Ind,near rep",Protestant,NA
2002,Married,27,White,$25000 or more,Not str democrat,Catholic,NA
2002,Married,60,White,$25000 or more,Not str republican,Protestant,4
2002,Married,55,White,$10000 - 14999,Strong democrat,Protestant,5
2002,Never married,23,White,$15000 - 19999,"Ind,near rep",Protestant,NA
2002,Divorced,57,White,$20000 - 24999,Strong republican,Protestant,NA
2002,Married,48,White,$20000 - 24999,Independent,Protestant,NA
2002,Married,67,White,Not applicable,Independent,Protestant,NA
2002,Married,25,White,$15000 - 19999,Not str democrat,Catholic,1
2002,Married,42,White,Not applicable,"Ind,near rep",Protestant,NA
2002,Married,33,White,Refused,Not str republican,Protestant,NA
2002,Divorced,48,White,$25000 or more,Not str democrat,Protestant,NA
2002,Married,46,White,$25000 or more,Strong republican,Protestant,1
2002,Married,84,White,Not applicable,Strong republican,Protestant,NA
2002,Married,58,White,$25000 or more,Not str republican,Protestant,NA
2002,Married,64,White,Don't know,Strong republican,Protestant,NA
2002,Divorced,46,White,$20000 - 24999,Not str republican,Catholic,NA
2002,Divorced,41,White,$25000 or more,Other party,Protestant,4
2002,Married,45,White,$10000 - 14999,Not str democrat,Protestant,NA
2002,Married,31,White,Not applicable,Independent,Protestant,NA
2002,Married,61,White,Not applicable,Not str democrat,Protestant,3
2002,Divorced,47,White,Not applicable,"Ind,near dem",Protestant,NA
2002,Married,25,White,Not applicable,Independent,Protestant,NA
2002,Married,22,White,Not applicable,Independent,None,5
2002,Married,64,White,$10000 - 14999,Strong democrat,Protestant,NA
2002,Never married,22,White,$6000 to 6999,Strong republican,Protestant,3
2002,Married,33,White,$25000 or more,Strong democrat,Catholic,1
2002,Never married,22,White,$10000 - 14999,Strong republican,Protestant,NA
2002,Never married,22,White,Not applicable,Not str democrat,Catholic,NA
2002,Married,24,White,$25000 or more,Not str republican,Protestant,NA
2002,Widowed,74,White,Not applicable,Not str republican,Catholic,5
2002,Married,40,White,$25000 or more,"Ind,near rep",Catholic,1
2002,Divorced,46,White,Refused,Not str republican,Catholic,NA
2002,Married,43,Other,$15000 - 19999,Not str democrat,Buddhism,NA
2002,Married,30,White,Not applicable,Not str republican,Protestant,NA
2002,Never married,24,White,$20000 - 24999,Strong republican,Catholic,1
2002,Married,70,White,Not applicable,Strong democrat,Protestant,5
2002,Married,30,White,$20000 - 24999,"Ind,near dem",Protestant,NA
2002,Never married,23,White,$10000 - 14999,Not str republican,Catholic,NA
2002,Widowed,56,White,$25000 or more,Strong democrat,Catholic,NA
2002,Married,29,White,$25000 or more,Not str republican,Catholic,2
2002,Never married,23,White,$25000 or more,Not str republican,Catholic,NA
2002,Never married,23,White,$10000 - 14999,"Ind,near dem",None,NA
2002,Married,29,Black,$20000 - 24999,"Ind,near dem",Protestant,NA
2002,Divorced,53,White,Lt $1000,Not str republican,Christian,NA
2002,Married,50,White,$25000 or more,"Ind,near rep",None,NA
2002,Never married,54,Other,$25000 or more,"Ind,near dem",None,NA
2002,Married,37,Black,$25000 or more,Independent,Catholic,NA
2002,Never married,23,White,$3000 to 3999,Strong democrat,Protestant,2
2002,Married,46,White,$15000 - 19999,Not str republican,Protestant,NA
2002,Divorced,60,White,$3000 to 3999,Not str republican,Protestant,5
2002,Married,68,White,Not applicable,Independent,Protestant,NA
2002,Divorced,35,White,$10000 - 14999,Strong republican,Protestant,NA
2002,Never married,37,White,$15000 - 19999,Strong republican,Protestant,NA
2002,Married,23,White,$10000 - 14999,Not str democrat,Protestant,NA
2002,Never married,65,White,Not applicable,Not str republican,None,0
2002,Married,30,White,$15000 - 19999,Not str republican,Protestant,NA
2002,Never married,28,White,$8000 to 9999,Independent,Protestant,NA
2002,Widowed,82,White,Not applicable,Strong republican,Protestant,NA
2002,Married,55,White,$10000 - 14999,Not str republican,Protestant,1
2002,Married,63,White,$10000 - 14999,Not str republican,Protestant,NA
2002,Divorced,41,White,$15000 - 19999,Strong republican,Protestant,3
2002,Divorced,47,White,$15000 - 19999,Not str republican,Protestant,NA
2002,Divorced,46,White,$20000 - 24999,Not str democrat,Protestant,NA
2002,Married,69,White,$6000 to 6999,Not str republican,Protestant,NA
2002,Married,56,White,$20000 - 24999,Strong republican,Protestant,NA
2002,Never married,29,Black,Not applicable,Strong democrat,Catholic,NA
2002,Never married,33,Black,$10000 - 14999,Strong democrat,Protestant,8
2002,Divorced,51,White,Not applicable,"Ind,near dem",Catholic,NA
2002,Married,56,White,$25000 or more,Independent,Catholic,NA
2002,Married,62,White,Not applicable,"Ind,near rep",Protestant,NA
2002,Married,39,White,Not applicable,Independent,Protestant,1
2002,Widowed,89,Black,Not applicable,Strong democrat,Catholic,3
2002,Married,43,White,$25000 or more,"Ind,near dem",Catholic,NA
2002,Married,28,White,$20000 - 24999,"Ind,near rep",Catholic,NA
2002,Married,22,White,$20000 - 24999,"Ind,near rep",Catholic,NA
2002,Married,45,White,$25000 or more,Not str democrat,Protestant,NA
2002,Widowed,75,White,Not applicable,Strong republican,Catholic,6
2002,Never married,33,Black,Not applicable,Independent,Catholic,5
2002,Married,57,White,$10000 - 14999,Not str democrat,Catholic,NA
2002,Married,60,White,Not applicable,Strong republican,Catholic,NA
2002,Married,28,Other,Not applicable,"Ind,near rep",Catholic,4
2002,Married,41,Black,$10000 - 14999,Strong republican,Catholic,NA
2002,Married,65,White,Not applicable,"Ind,near dem",Catholic,NA
2002,Married,39,White,$25000 or more,Not str democrat,Catholic,3
2002,Married,56,White,Not applicable,Independent,Catholic,3
2002,Married,38,Black,$20000 - 24999,Not str democrat,Catholic,NA
2002,Married,64,White,Lt $1000,Strong democrat,Catholic,1
2002,Married,60,White,Not applicable,Strong republican,Protestant,2
2002,Married,46,White,$25000 or more,Independent,Protestant,2
2002,Married,52,White,$25000 or more,"Ind,near dem",Protestant,NA
2002,Married,41,White,$25000 or more,Strong republican,Protestant,NA
2002,Married,64,White,$1000 to 2999,Not str republican,Catholic,NA
2002,Married,33,White,Not applicable,Not str republican,Inter-nondenominational,1
2002,Never married,27,White,$25000 or more,Not str democrat,Christian,NA
2002,Married,28,White,$10000 - 14999,Not str republican,Protestant,NA
2002,Married,36,White,$25000 or more,Other party,None,NA
2002,Married,46,White,$25000 or more,Not str democrat,Catholic,1
2002,Married,54,White,$25000 or more,"Ind,near dem",Protestant,NA
2002,Married,71,White,Not applicable,Independent,Protestant,NA
2002,Divorced,45,White,$25000 or more,"Ind,near dem",Protestant,NA
2002,Married,50,White,$25000 or more,Not str republican,Protestant,3
2002,Widowed,51,White,$25000 or more,Not str republican,Protestant,1
2002,Married,53,White,$25000 or more,Not str republican,Protestant,NA
2002,Married,34,White,Lt $1000,Other party,Catholic,NA
2002,Married,43,White,$25000 or more,Not str republican,Catholic,NA
2002,Married,47,White,$3000 to 3999,Not str republican,Protestant,2
2002,Married,33,White,$25000 or more,Independent,Protestant,NA
2002,Married,37,White,Not applicable,Strong republican,Protestant,NA
2002,Divorced,53,White,$20000 - 24999,Not str republican,Catholic,6
2002,Divorced,44,White,$20000 - 24999,Not str democrat,None,5
2002,Never married,19,White,Not applicable,"Ind,near rep",Protestant,NA
2002,Never married,26,White,Lt $1000,Independent,None,NA
2002,Widowed,87,White,Not applicable,Strong republican,Catholic,4
2002,Married,85,White,Not applicable,Strong democrat,Protestant,NA
2002,Married,49,White,$25000 or more,Independent,None,NA
2002,Married,48,White,Lt $1000,"Ind,near dem",Catholic,NA
2002,Married,43,White,$10000 - 14999,Not str democrat,Protestant,2
2002,Married,47,White,$10000 - 14999,Strong democrat,Catholic,2
2002,Divorced,31,White,$8000 to 9999,Independent,Protestant,NA
2002,Widowed,80,White,Not applicable,Not str republican,Protestant,NA
2002,Never married,35,White,$10000 - 14999,Strong democrat,Protestant,NA
2002,Married,52,White,$25000 or more,Not str democrat,Protestant,3
2002,Married,24,White,Refused,Independent,None,5
2002,Married,72,White,Not applicable,Not str democrat,Protestant,NA
2002,Never married,22,White,Not applicable,Strong democrat,Protestant,NA
2002,Married,60,White,$25000 or more,Strong democrat,Protestant,NA
2002,Divorced,68,White,Not applicable,Independent,Catholic,5
2002,Married,49,White,$10000 - 14999,"Ind,near rep",Protestant,NA
2002,Married,27,White,Not applicable,Not str democrat,Protestant,NA
2002,Married,43,White,$15000 - 19999,Not str republican,Protestant,NA
2002,Divorced,51,White,Not applicable,Not str democrat,Protestant,NA
2002,Divorced,46,White,$25000 or more,"Ind,near rep",Catholic,NA
2002,Widowed,87,White,Not applicable,Not str democrat,Protestant,3
2002,Married,69,White,$25000 or more,Not str republican,Protestant,NA
2002,Married,41,White,$25000 or more,"Ind,near rep",Protestant,NA
2002,Divorced,32,White,$1000 to 2999,"Ind,near rep",Protestant,NA
2002,Never married,34,Black,$15000 - 19999,Independent,Protestant,2
2002,Married,56,White,Refused,Strong republican,Protestant,NA
2002,Married,41,White,$15000 - 19999,Independent,Protestant,7
2002,Widowed,72,Black,Not applicable,Strong democrat,Protestant,1
2002,Married,50,White,$4000 to 4999,Not str republican,Protestant,NA
2002,Never married,37,White,$4000 to 4999,Strong republican,Protestant,NA
2002,Widowed,55,Black,Not applicable,Not str democrat,Protestant,NA
2002,Divorced,57,White,$20000 - 24999,Independent,Protestant,NA
2002,Married,45,Other,$25000 or more,"Ind,near dem",Other,2
2002,Married,40,White,$25000 or more,Independent,Protestant,NA
2002,Never married,51,White,Not applicable,"Ind,near dem",Jewish,NA
2002,Married,31,White,$20000 - 24999,Not str democrat,Catholic,NA
2002,Married,25,White,$20000 - 24999,"Ind,near dem",Protestant,NA
2002,Widowed,75,White,Not applicable,Independent,Catholic,2
2002,Married,29,White,$25000 or more,Strong republican,Protestant,NA
2002,Married,23,White,$4000 to 4999,Not str republican,Protestant,NA
2002,Never married,20,White,Lt $1000,Independent,Protestant,1
2002,Never married,37,White,$8000 to 9999,Independent,None,5
2002,Separated,42,White,$3000 to 3999,"Ind,near dem",None,NA
